Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,StreamingServices,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Age,Married,Number of Referrals,Avg Monthly GB Download,Premium Tech Support,Unlimited Data,Churn
No,40.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Cash,3039.0,54,Yes,1,4,No,Yes,1
No,1.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2086.5,27,No,0,48,No,Yes,1
No,58.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,One year,Yes,Mobile Banking,3097.5,20,No,0,47,No,Yes,1
No,70.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),3120.0,25,No,0,42,Yes,Yes,1
No,2.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,eSewa,2586.0,62,No,0,27,No,Yes,1
No,21.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Cash,3336.0,24,Yes,1,59,Yes,No,1
Yes,16.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),2683.5,41,Yes,1,25,No,Yes,1
No,7.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Mobile Banking,2868.0,74,Yes,1,11,No,Yes,1
Yes,60.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,One year,No,Cash,2728.5,21,Yes,1,52,No,Yes,1
No,50.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,One year,No,Cash,3256.5,58,Yes,1,14,Yes,Yes,1
No,4.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2365.5,65,No,0,18,No,Yes,1
No,1.0,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,eSewa,1332.0,45,No,0,12,No,Yes,1
No,55.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,One year,Yes,Cash,3000.0,66,No,0,7,No,No,1
Yes,12.0,Yes,No,No,No,No,No,No,No,One year,No,Mobile Banking,594.0,59,Yes,1,0,No,No,1
No,1.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2697.0,21,No,0,53,No,Yes,1
Yes,62.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,One year,Yes,Cash,3004.5,41,No,0,15,No,Yes,1
No,1.0,Yes,No,DSL,No,No,Yes,No,No,Month-to-month,No,Cash,1524.0,58,No,0,27,No,Yes,1
No,20.0,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Cash,2209.5,71,Yes,1,24,No,Yes,1
No,3.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Cash,2853.0,55,No,0,29,No,Yes,1
No,22.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),2839.5,52,No,0,16,No,No,1
No,4.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Month-to-month,Yes,eSewa,2418.0,46,Yes,1,2,Yes,Yes,1
No,59.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,One year,No,Cash,2566.5,24,Yes,0,52,No,Yes,1
No,60.0,No,No,DSL,No,Yes,Yes,No,No,Month-to-month,Yes,Cash,1524.0,58,No,0,5,No,Yes,1
No,15.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Month-to-month,No,Cash,3153.0,54,No,0,7,Yes,Yes,1
No,10.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Cash,3303.0,53,No,0,6,Yes,Yes,1
No,6.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Month-to-month,No,Cash,2517.0,40,No,0,24,No,Yes,1
Yes,63.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Cash,3016.5,48,Yes,3,16,No,No,1
Yes,50.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mobile Banking,3115.5,55,Yes,6,14,No,Yes,1
No,1.0,No,No,DSL,No,No,No,No,No,Month-to-month,No,Cash,738.0,39,No,0,12,No,Yes,1
No,12.0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mobile Banking,2967.0,64,No,0,23,Yes,Yes,1
No,9.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),2949.0,27,No,0,82,No,Yes,1
No,17.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,Month-to-month,No,Cash,2815.5,36,No,0,13,No,Yes,1
No,9.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Cash,3015.0,65,No,0,15,No,Yes,1
No,10.0,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Cash,2185.5,69,No,0,24,No,No,1
No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Cash,2206.5,75,Yes,0,6,No,Yes,1
No,3.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Cash,2382.0,75,No,0,11,No,Yes,1
No,13.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Month-to-month,Yes,Cash,2434.5,37,No,0,4,No,Yes,1
No,4.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2538.0,68,No,0,17,No,Yes,1
No,6.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,Yes,Cash,2371.5,51,No,0,27,No,Yes,1
No,3.0,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,No,Mobile Banking,2232.0,32,No,0,24,No,Yes,1
No,35.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Cash,2971.5,71,No,0,19,No,No,1
No,2.0,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,eSewa,1348.5,80,No,0,11,No,Yes,1
No,1.0,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),1341.0,21,Yes,1,73,No,Yes,1
No,1.0,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,eSewa,1371.0,36,No,0,17,No,Yes,1
No,8.0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),3009.0,66,No,0,27,Yes,Yes,1
No,7.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,Cash,577.5,53,No,0,0,No,No,1
No,2.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2880.0,57,No,0,28,No,Yes,1
No,1.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,No,Cash,2716.5,30,No,0,51,No,No,1
No,44.0,No,No,DSL,No,No,Yes,No,No,Month-to-month,Yes,Cash,910.5,73,Yes,2,28,No,Yes,1
No,71.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Two year,Yes,Cash,3241.5,30,No,0,53,Yes,Yes,1
No,1.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Cash,2097.0,51,No,0,28,No,Yes,1
No,62.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,One year,Yes,Cash,3112.5,77,Yes,1,16,No,Yes,1
No,1.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2598.0,41,No,0,18,No,Yes,1
No,33.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Month-to-month,Yes,Mobile Banking,2418.0,76,Yes,1,15,No,Yes,1
No,35.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),2559.0,28,No,0,41,Yes,No,1
No,34.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2100.0,61,No,0,21,No,Yes,1
No,4.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2829.0,65,No,0,23,No,Yes,1
No,7.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Cash,2860.5,46,No,0,15,No,Yes,1
No,27.0,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Cash,2265.0,75,Yes,1,23,No,Yes,1
No,18.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Cash,2703.0,33,No,0,19,Yes,Yes,1
No,2.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,No,Cash,2068.5,26,No,0,39,No,Yes,1
Yes,32.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),2986.5,39,Yes,1,26,No,No,1
Yes,18.0,Yes,No,DSL,No,Yes,No,Yes,No,Month-to-month,No,Cash,1723.5,53,Yes,1,22,No,Yes,1
Yes,12.0,Yes,No,DSL,No,Yes,No,No,No,One year,No,Credit card (automatic),1609.5,27,Yes,1,26,No,Yes,1
No,8.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Cash,3018.0,75,No,0,29,No,Yes,1
Yes,26.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2512.5,62,Yes,1,26,No,Yes,1
Yes,3.0,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Month-to-month,Yes,eSewa,2649.0,68,Yes,1,2,Yes,Yes,1
No,8.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Cash,2763.0,71,No,0,9,No,Yes,1
No,38.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,Month-to-month,Yes,Cash,2383.5,44,Yes,1,13,No,No,1
No,14.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),2713.5,74,No,0,24,No,Yes,1
Yes,32.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Mobile Banking,2092.5,37,Yes,1,5,No,Yes,1
No,1.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,589.5,50,No,0,0,No,No,1
No,12.0,No,No,DSL,No,Yes,No,Yes,Yes,Month-to-month,Yes,Cash,1309.5,77,No,0,10,Yes,Yes,1
No,5.0,No,No,DSL,No,Yes,No,Yes,No,Month-to-month,No,Cash,1185.0,55,No,0,2,No,Yes,1
No,40.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Mobile Banking,2913.0,58,Yes,1,23,No,Yes,1
No,5.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2400.0,26,No,0,42,No,No,1
No,10.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,Month-to-month,Yes,eSewa,2541.0,40,No,0,18,No,Yes,1
Yes,2.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Mobile Banking,2686.5,49,Yes,1,23,No,Yes,1
No,23.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Cash,2718.0,21,No,0,69,Yes,Yes,1
No,23.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Month-to-month,Yes,Mobile Banking,2701.5,64,No,0,4,No,Yes,1
No,49.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Mobile Banking,2971.5,54,Yes,1,22,No,Yes,1
No,2.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,No,Mobile Banking,2092.5,46,No,0,24,No,Yes,1
No,2.0,Yes,No,DSL,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),1471.5,42,No,0,13,No,No,1
No,7.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Mobile Banking,2941.5,32,No,0,29,No,Yes,1
No,41.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mobile Banking,3435.0,23,No,0,59,Yes,Yes,1
No,2.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2428.5,51,No,0,14,No,Yes,1
No,13.0,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Cash,2229.0,73,No,0,21,No,Yes,1
No,11.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,No,Mobile Banking,2691.0,68,No,0,27,No,Yes,1
No,17.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),3013.5,74,Yes,1,16,No,Yes,1
Yes,25.0,Yes,No,Fiber optic,No,Yes,No,No,No,One year,Yes,Cash,2712.0,63,Yes,1,4,No,No,1
Yes,3.0,Yes,No,DSL,No,Yes,Yes,Yes,No,Month-to-month,Yes,eSewa,1684.5,21,Yes,1,52,No,Yes,1
No,4.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mobile Banking,2832.0,59,No,0,18,Yes,Yes,1
No,37.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),2368.5,62,Yes,0,29,No,Yes,1
No,19.0,No,No,DSL,No,Yes,No,No,No,One year,Yes,Credit card (automatic),1345.5,27,No,0,48,No,Yes,1
No,39.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,Yes,Cash,3169.5,65,Yes,1,26,No,Yes,1
No,7.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Month-to-month,No,eSewa,2239.5,23,No,0,71,No,No,1
No,14.0,Yes,Yes,DSL,Yes,Yes,No,No,No,Month-to-month,Yes,Mobile Banking,1941.0,51,Yes,1,30,No,Yes,1
No,11.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mobile Banking,3121.5,73,Yes,5,27,Yes,Yes,1
No,1.0,No,No,DSL,No,Yes,No,No,No,Month-to-month,Yes,Cash,1066.5,38,No,0,26,No,Yes,1
No,2.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2854.5,32,No,0,25,No,Yes,1
Yes,13.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,eSewa,2899.5,54,Yes,4,11,No,Yes,1
No,3.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2412.0,74,Yes,1,9,No,Yes,1
Yes,1.0,No,No,DSL,No,No,Yes,No,No,Month-to-month,Yes,eSewa,940.5,41,No,0,6,No,No,1
No,12.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Mobile Banking,2692.5,57,No,0,6,No,Yes,1
No,60.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,One year,Yes,Cash,2832.0,33,Yes,9,29,No,Yes,1
No,1.0,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Cash,595.5,32,No,0,0,No,No,1
No,6.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),3297.0,55,No,0,10,Yes,Yes,1
No,15.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Month-to-month,Yes,Cash,3040.5,42,No,0,12,Yes,Yes,1
No,21.0,Yes,No,DSL,No,Yes,No,Yes,No,Month-to-month,Yes,Mobile Banking,1801.5,80,No,0,14,No,Yes,1
No,1.0,Yes,Yes,DSL,No,Yes,No,No,No,Month-to-month,Yes,Cash,1804.5,19,No,0,59,No,No,1
No,7.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Cash,2713.5,31,No,0,27,No,Yes,1
No,53.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,One year,Yes,Mobile Banking,2827.5,48,Yes,1,9,No,Yes,1
No,1.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2247.0,26,No,0,76,No,Yes,1
No,1.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2407.5,34,No,0,3,No,Yes,1
Yes,17.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Cash,2070.0,58,Yes,1,11,No,Yes,1
Yes,11.0,Yes,Yes,DSL,No,Yes,No,No,Yes,Month-to-month,Yes,Cash,1990.5,62,Yes,1,12,Yes,Yes,1
No,19.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Mobile Banking,2580.0,58,No,0,11,No,No,1
Yes,3.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2409.0,37,Yes,1,14,No,Yes,1
No,24.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),2716.5,40,No,0,5,No,Yes,1
No,2.0,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Cash,2277.0,30,No,0,52,No,Yes,1
Yes,1.0,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,eSewa,1375.5,47,Yes,1,6,No,Yes,1
No,16.0,No,No,DSL,No,Yes,No,No,Yes,Month-to-month,Yes,Cash,1498.5,36,Yes,1,29,Yes,Yes,1
Yes,34.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,No,Cash,2349.0,36,Yes,1,12,No,Yes,1
No,3.0,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Cash,2308.5,44,No,0,23,No,No,1
No,16.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2884.5,76,No,0,16,No,Yes,1
No,1.0,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Cash,1359.0,49,No,0,28,No,Yes,1
No,15.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mobile Banking,582.0,47,No,0,0,No,No,1
No,11.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,No,Cash,2704.5,46,No,0,3,Yes,Yes,1
No,1.0,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,No,eSewa,1351.5,23,No,0,73,No,Yes,1
No,1.0,Yes,No,Fiber optic,No,No,Yes,No,No,Month-to-month,No,Cash,2274.0,53,No,0,26,No,Yes,1
No,7.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2379.0,54,No,0,16,No,No,1
No,2.0,No,No,DSL,No,No,No,No,Yes,Month-to-month,Yes,Cash,927.0,53,No,0,18,Yes,Yes,1
No,46.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,One year,No,Credit card (automatic),2857.5,73,No,0,30,No,Yes,1
No,68.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Mobile Banking,2688.0,70,Yes,1,24,No,Yes,1
No,59.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,One year,Yes,Cash,3304.5,43,Yes,1,26,No,Yes,1
No,7.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2685.0,75,Yes,1,27,No,Yes,1
No,8.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,Month-to-month,No,Cash,2250.0,20,Yes,1,42,No,Yes,1
No,6.0,Yes,No,DSL,No,No,No,No,No,Month-to-month,No,Cash,1342.5,35,No,0,10,No,No,1
No,11.0,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,Cash,1321.5,41,Yes,1,30,No,Yes,1
No,15.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Mobile Banking,2568.0,74,Yes,1,22,No,Yes,1
No,70.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),3466.5,30,No,0,52,Yes,Yes,1
No,16.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2598.0,76,No,0,22,No,Yes,1
No,18.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2556.0,27,No,0,71,No,Yes,1
No,34.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2929.5,35,Yes,1,16,No,Yes,1
No,47.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Cash,3286.5,54,Yes,1,20,Yes,No,1
Yes,39.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,One year,Yes,Cash,2686.5,50,Yes,1,30,Yes,Yes,1
Yes,1.0,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,eSewa,583.5,42,No,0,0,No,No,1
Yes,4.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,610.5,34,Yes,0,0,No,No,1
No,1.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Cash,2077.5,75,No,0,18,No,Yes,1
No,59.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,One year,Yes,Mobile Banking,2985.0,33,Yes,1,5,No,Yes,1
No,1.0,No,No,DSL,No,No,No,No,No,Month-to-month,Yes,Cash,756.0,74,No,0,5,No,Yes,1
No,2.0,Yes,No,DSL,No,No,No,No,No,Month-to-month,Yes,eSewa,1350.0,44,No,0,3,No,No,1
No,1.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,eSewa,604.5,35,No,0,0,No,No,1
No,66.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),3150.0,28,Yes,0,51,No,Yes,1
Yes,3.0,Yes,No,DSL,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),1641.0,58,No,0,17,No,Yes,1
Yes,14.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Cash,2617.5,49,Yes,1,19,No,Yes,1
No,10.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2398.5,38,Yes,1,4,No,Yes,1
No,18.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,Cash,2650.5,47,No,0,23,Yes,Yes,1
No,9.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2842.5,34,No,0,26,No,No,1
No,13.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2851.5,73,No,0,24,No,Yes,1
No,4.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,No,Cash,2353.5,28,No,0,58,No,Yes,1
No,4.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Cash,2106.0,43,No,0,15,No,Yes,1
No,59.0,No,No,DSL,No,Yes,Yes,No,No,Month-to-month,Yes,Mobile Banking,1231.5,23,Yes,1,69,No,Yes,1
No,10.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2568.0,63,Yes,1,29,No,Yes,1
No,1.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2376.0,69,No,0,24,No,Yes,1
No,5.0,Yes,No,DSL,No,Yes,No,Yes,No,One year,Yes,eSewa,2100.0,39,No,0,22,No,No,1
No,1.0,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,Yes,Mobile Banking,1498.5,51,No,0,4,No,Yes,1
No,22.0,Yes,No,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Cash,2077.5,19,Yes,1,52,No,Yes,1
No,34.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,Yes,Cash,2827.5,75,Yes,1,4,No,Yes,1
No,41.0,Yes,Yes,DSL,No,Yes,No,Yes,No,One year,Yes,Cash,2190.0,34,Yes,1,29,No,Yes,1
No,64.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),3001.5,39,No,0,18,No,Yes,1
No,4.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),2994.0,65,No,0,10,No,Yes,1
Yes,18.0,No,No,DSL,No,Yes,No,No,No,Month-to-month,Yes,Cash,1050.0,27,No,0,85,No,No,1
No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,No,Cash,2280.0,20,No,0,52,No,Yes,1
No,2.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2815.5,77,No,0,18,No,Yes,1
No,15.0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Cash,2529.0,36,Yes,1,28,No,Yes,1
No,9.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),2532.0,67,No,0,18,No,Yes,1
No,15.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Cash,3033.0,62,Yes,1,29,No,Yes,1
No,1.0,Yes,Yes,DSL,No,No,No,No,No,Month-to-month,Yes,Cash,1513.5,37,No,0,9,No,Yes,1
No,12.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,Yes,eSewa,2998.5,20,No,0,42,Yes,No,1
No,2.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Cash,2742.0,50,No,0,7,No,Yes,1
No,5.0,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),2266.5,78,No,0,9,No,Yes,1
Yes,4.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),2424.0,28,No,0,76,Yes,Yes,1
No,16.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Cash,3000.0,61,Yes,1,26,No,Yes,1
No,1.0,Yes,No,No,No,No,No,No,No,Month-to-month,No,Cash,616.5,53,No,0,0,No,No,1
No,5.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Month-to-month,Yes,Cash,2559.0,30,No,0,27,No,Yes,1
No,4.0,Yes,No,Fiber optic,No,Yes,No,No,No,Month-to-month,No,Cash,2112.0,19,No,0,42,No,No,1
No,37.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Month-to-month,No,Mobile Banking,2964.0,27,No,0,42,Yes,Yes,1
Yes,13.0,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),2232.0,36,Yes,1,21,No,Yes,1
No,24.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Month-to-month,Yes,Cash,2962.5,35,No,0,18,No,Yes,1
Yes,61.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,One year,Yes,Cash,3180.0,52,Yes,1,21,No,Yes,1
No,41.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Month-to-month,Yes,Cash,3141.0,21,No,0,48,No,Yes,1
No,22.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Month-to-month,Yes,Cash,2901.0,65,No,0,8,No,No,1
No,2.0,Yes,No,DSL,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),1651.5,47,No,0,30,Yes,Yes,1
No,19.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Month-to-month,Yes,Cash,2646.0,74,No,0,9,No,Yes,1
Yes,8.0,Yes,No,No,No,No,No,No,No,One year,Yes,eSewa,592.5,44,Yes,1,0,No,No,1
No,15.0,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,No,Cash,2269.5,70,No,0,19,No,Yes,1
No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,Month-to-month,Yes,Cash,2241.0,69,No,0,20,No,Yes,1
No,17.0,Yes,No,Fiber optic,No,No,No,Yes,No,Month-to-month,Yes,Cash,2299.5,62,No,0,7,No,Yes,1
